PMID,title,abstract
21364060,Utility of therapeutic drug monitoring in the management of HIV-infected pregnant women in receipt of lopinavir.,"The pharmacokinetics of antiretroviral drugs in pregnancy is poorly understood. We reviewed the use of therapeutic drug monitoring (TDM) in clinical settings to document plasma concentrations of lopinavir during pregnancy and investigated how clinicians acted upon TDM results. A retrospective review was carried out of all HIV-infected pregnant women taking boosted lopinavir-based highly active antiretroviral therapy (HAART) at five National Health Service (NHS) centres in the UK between May 2004 and March 2007. Seventy-three women in receipt of lopinavir were identified, of whom 89% had plasma lopinavir concentrations above the suggested minimum recommended for wild-type HIV. Initial TDM results prompted dosage change in 10% and assessment of adherence and/or pharmacist review in 11%. TDM was repeated in 29%. TDM can play an important role in the clinical management of HIV-positive pregnant women, allowing informed dose modification and an alternative measure of adherence."
21383652,The International Interlaboratory Quality Control Program for Measurement of Antiretroviral Drugs in Plasma: a global proficiency testing program.,"The International Interlaboratory Quality Control Program for Measurement of Antiretroviral Drugs in Plasma was initiated in 1999 by Radboud University Nijmegen Medical Center, The Netherlands, and continued later on in collaboration with the Dutch Association for Quality Assessment in Therapeutic Drug Monitoring and Clinical Toxicology (www.kkgt.nl). The aim of this analysis was to evaluate the first 10 years of the Program and to determine variables associated with reporting of less accurate results. Two rounds are organized annually in which blind samples are shipped to participants containing a low, medium, or high concentration of each antiretroviral drug. Any reported result that deviates more than 20% from the spiked concentration is defined as inaccurate. By the end of 2009, the number of laboratories participating in the Program had increased to 56; 44 (79%) are located in Europe. A total of 12,798 test results was available for analysis, of which 2104 (16.4%) were reported as inaccurate. Performance was best for samples containing nevirapine (mean of inadequate scores per round: 11.1%) and lopinavir (11.9%) and worst for indinavir (18.7%), atazanavir (18.9%), saquinavir (19.6%), and nelfinavir (21.3%). High and medium concentrations were less frequently reported as inaccurate than low concentrations: 13.5%, 13.0%, and 22.4%, respectively. Although the overall performance of the laboratories varied per year, a trend was visible for improvement over time with 19.9% of the results being inaccurate in 2002 (n = 20 laboratories) to 15.7% in 2009 (n = 56 laboratories). The Program provides a proficiency testing program in which laboratories are alerted to potential analytical errors while performing therapeutic drug monitoring in HIV-infected patients. Laboratories should put more effort in adequately analyzing concentrations of antiretroviral drugs with low minimum effective concentrations."
21393146,The DART trial: 'The doctor's dilemma' revisited.,"Treatment of HIV infection in developing countries, particularly those in Africa, is still a major challenge to healthcare systems with limited laboratory resources. While drug costs have fallen to levels where antiretroviral therapy is now possible in these countries, and results suggest that adherence is as good as in developed countries, questions remain regarding the effect of scarce laboratory resources on treatment monitoring and, hence, outcome. The DART trial aimed to measure the effect of laboratory monitoring. This randomized controlled trial evaluated the differences between routine laboratory monitoring and monitoring driven by clinical events, and was conducted between January 2003 and December 2008 at sites in Uganda and Zimbabwe. The results indicate that clinically driven monitoring is likely to be more cost-effective in this resource-limited situation."
21435743,[Treatment of hepatitis C virus in HIV-positive patients].,"Hepatitis C virus (HCV)-HIV coinfection currently occurs in more than 30% of HIV-positive patients in Spain. Nowadays, the treatment of choice for chronic hepatitis due to HCV infection in HIV-positive patients is pegylated interferon plus ribavirin. This combination achieves an overall cure rate of 50%, which is somewhat lower than those obtained in patients with HCV monoinfection. Adverse effects are frequent, leading to treatment withdrawal in 10-20% of patients. Importantly, there are three new features of hepatitis C in patients with HIV: (1) the recent development of epidemic outbreaks of acute hepatitis due to HCV infection in HIV-positive men caused by homosexual activity, (2) pharmacogenetic markers in the form of genetic polymorphisms near the IL28B gene related to response to HCV treatment as well as spontaneous eradication of HCV after acute infection, and (3) new antiviral molecules have allowed triple combination treatments to be designed and the preliminary results of clinical trials reporting high response rates are highly promising."
21447868,Successful efavirenz dose reduction guided by therapeutic drug monitoring.,"BACKGROUND: There are potential benefits to individualizing dosage in patients treated with efavirenz (EFV). We tested a simplified algorithm based on a Bayesian pharmacokinetic approach for guiding dose reduction in patients with EFV concentrations above the 75th percentile (P75) with documented virological efficacy. METHODS: We designed a prospective, open-label, multicentre study. All consenting participants with EFV concentrations above P75 on standard dosage were included in a dose-reduction cycle. Primary end point was the number of patients who reached plasma concentrations within target (1,000-4,000 ng/ml) after, at most, two cycles of dose reduction at 3 and 6 months. CYP2B6 genetic characterization was performed. RESULTS: Seventy-two patients were screened and 13 fulfilled selection criteria. These patients, with undetectable viraemia on a stable 600 mg EFV-based regimen, had a median (interquartile range) EFV plasma level of 8,112 ng/ml (5,993-10,278) at baseline; 38% (between P75 and P95) qualified for a 400 mg EFV dose, and 62% (above P95) qualified for a 200 mg EFV dose. After one to two dose-reduction cycles, all patients reached targets for EFV plasma concentration at 24 weeks. The predictive dose reduction based on genetic profile differed from dose reduction according to therapeutic drug monitoring (TDM) in three patients. All patients maintained viral suppression at 6 months. CONCLUSIONS: A standardized TDM-guided EFV dose-reduction strategy over a 24-week period was successful, safe and yielded EFV plasma concentrations within the recommended therapeutic range. In addition to improving neuropsychiatric tolerability, EFV dose reduction has the potential to substantially decrease treatment cost."
21507924,Atazanavir concentration in hair is the strongest predictor of outcomes on antiretroviral therapy.,"BACKGROUND: Adequate exposure to antiretrovirals is important to maintain durable responses, but methods to assess exposure (eg, querying adherence and single plasma drug level measurements) are limited. Hair concentrations of antiretrovirals can integrate adherence and pharmacokinetics into a single assay. METHODS: Small hair samples were collected from participants in the Women's Interagency HIV Study (WIHS), a large cohort of human immunodeficiency virus (HIV)-infected (and at-risk noninfected) women. From 2003 through 2008, we analyzed atazanavir hair concentrations longitudinally for women reporting receipt of atazanavir-based therapy. Multivariate random effects logistic regression models for repeated measures were used to estimate the association of hair drug levels with the primary outcome of virologic suppression (HIV RNA level, <80 copies/mL). RESULTS: 424 WIHS participants (51% African-American, 31% Hispanic) contributed 1443 person-visits to the analysis. After adjusting for age, race, treatment experience, pretreatment viral load, CD4 count and AIDS status, and self-reported adherence, hair levels were the strongest predictor of suppression. Categorized hair antiretroviral levels revealed a monotonic relationship to suppression; women with atazanavir levels in the highest quintile had odds ratios (ORs) of 59.8 (95% confidence ratio, 29.0-123.2) for virologic suppression. Hair atazanavir concentrations were even more strongly associated with resuppression of viral loads in subgroups in which there had been previous lapses in adherence (OR, 210.2 [95% CI, 46.0-961.1]), low hair levels (OR, 132.8 [95% CI, 26.5-666.0]), or detectable viremia (OR, 400.7 [95% CI, 52.3-3069.7]). CONCLUSIONS: Antiretroviral hair levels surpassed any other predictor of virologic outcomes to HIV treatment in a large cohort. Low antiretroviral exposure in hair may trigger interventions prior to failure or herald virologic failure in settings where measurement of viral loads is unavailable. Monitoring hair antiretroviral concentrations may be useful for prolonging regimen durability."
21525020,Cellular HIV-1 DNA quantification and short-term and long-term response to antiretroviral therapy.,"BACKGROUND: The aim of our study was to determine whether HIV-1 DNA level before antiretroviral therapy (ART) was associated with short- and long-term virological and immunological responses. METHODS: Patients starting first-line protease inhibitor-containing regimens were enrolled in a prospective multicentre cohort in 1998-99. HIV-1 DNA was quantified using real-time PCR at baseline and after 1 year of ART. The association between HIV-1 DNA and virological and immunological responses after 1 and 7 years on ART was studied in multivariate regression models along with other biological and clinical variables. Virological failure (VF) at month 12 (M12) was defined as a plasma HIV-1 RNA >500 copies/mL. Time to death or two plasma HIV-1 RNA >500 copies/mL between M12 and M84 was studied for long-term VF. RESULTS: HIV-1 DNA levels were measured in 148 patients. The median baseline peripheral blood mononuclear cell (PBMC) HIV-1 DNA was 3.7 log(10) copies/10(6) PBMCs. At M12, the median PBMC HIV-1 DNA was 2.99 log(10) copies/10(6) PBMCs. The median decrease in PBMC HIV-1 DNA between M0 and M12 was -0.7 log(10) copies/10(6) PBMCs. Higher baseline PBMC HIV-1 DNA and plasma HIV-1 RNA were independently associated with a higher risk of VF at M12. Only the baseline plasma HIV-1 RNA was independently associated with long-term virological response. The baseline CD4 cell count was the only parameter associated with short- and long-term immunological responses. CONCLUSIONS: HIV-1 DNA impacted the virological response in our cohort. Further research is warranted to study the impact of HIV-1 DNA with currently recommended first-line cART."
21534886,Antiretroviral use during pregnancy for treatment or prophylaxis.,"INTRODUCTION: Antiretrovirals are recommended for all pregnant women either for treatment of HIV-1 infection or for prevention of mother-to-child transmission. Distinguishing between HIV-1-infected pregnant women who meet treatment criteria and those who do not (who use antiretrovirals during pregnancy for prophylaxis) is accomplished by assessing the HIV-1 disease stage and has important implications regarding when antiretroviral drugs are initiated during pregnancy, what drugs are used and antiretroviral use after delivery. AREAS COVERED: This review addresses antiretroviral use by HIV-1-infected women during pregnancy. Specifically, the review focuses on antiretroviral therapy for HIV-1-infected pregnant women who meet criteria for treatment and antiretroviral prophylaxis for HIV-1-infected pregnant women (to prevent mother-to-child transmission of HIV-1). The review primarily addresses antiretroviral use in resource-rich settings, but use in resource-poor settings is briefly addressed. EXPERT OPINION: Antiretrovirals represent only one component of the overall management of HIV-1 infected pregnant women and, therefore, cannot be viewed in isolation from other components of optimal care for HIV-1-infected women and from other efficacious interventions to prevent mother-to-child transmission of HIV-1. Antiretrovirals can be used safely and effectively during pregnancy. We concur with current guidelines regarding the threshold that differentiates which women need antiretroviral therapy for HIV-1 infection for their own health versus those who need prophylaxis to prevent transmission of HIV-1 infection to their child. We thus recommend that lifelong antiretroviral therapy be initiated in patients with an AIDS-defining illness, a CD4 count < 350 cells/mm(3) or other co-morbid conditions such as acute opportunistic infections, HIV-1-associated nephropathy or hepatitis B co-infection. Irrespective of whether or not antiretrovirals are used during pregnancy, or whether antiretrovirals during pregnancy are used for treatment or prophylaxis, all infants of HIV-1-infected women should receive antiretroviral post-exposure prophylaxis."
21544014,Therapeutic drug monitoring of protease inhibitors and efavirenz in HIV-infected individuals with active substance-related disorders.,"BACKGROUND: Achieving targeted antiretroviral (ARV) plasma concentrations during long-term treatment in human immunodeficiency virus (HIV)-infected patients with substance-related disorders (SRDs) may be challenging due to a number of factors, including medication adherence, coinfection with hepatitis B or C virus, medication intolerance, and drug interactions. One approach to investigate these factors is to conduct therapeutic drug monitoring to measure ARV exposure during treatment. The objective of this study was to utilize therapeutic drug monitoring to compare efavirenz (EFV) and protease inhibitor pharmacokinetics in patients with and without SRDs. METHODS: This was a multicenter, cross-sectional open-label study in patients with HIV-1 infection receiving antiretroviral therapy (ART), with active (n=129) or without (n=146) SRD according to National Institute on Drug Abuse criteria. Two hundred seventy-five subjects who were receiving either protease inhibitor-based or EFV-based ART regimens for >6 months were enrolled at 4 HIV treatment centers with an equal distribution of SRD and non-SRD at each site. The patients were instructed during enrollment visits with regard to the importance of adherence before and after study visits. Demographics and routine clinical laboratory tests were recorded. RESULTS: Among the 275 patients, 47% had SRD with at least 1 substance. There were no significant differences between SRD and non-SRD groups for race, gender, age, or CD4 count at entry. A significantly higher proportion of patients with SRD had an entry HIV RNA plasma concentration>75 copies per milliliter compared with patients without SRD (40% vs 28%, P=0.044). Logistic regression modeling revealed an association between HIV RNA plasma concentration and African American race (P=0.017). A significantly higher proportion of SRDs also had an EFV or protease inhibitor trough concentration below the desired range (23% vs 9%, P=0.048). Significantly lower trough concentrations were noted in patients with SRDs receiving atazanavir (0.290 vs 0.976 mug/mL) or lopinavir (3.75 vs 5.30 mug/mL). CONCLUSIONS: The pharmacokinetic data indicate differences between HIV-infected patients with and without SRDs that may influence viral load suppression during long-term ART. These findings require additional investigation in a randomized design with more intensive pharmacokinetic assessment to identify individual factors that are contributing to suboptimal ARV exposure in patients with SRDs."
21544015,"Therapeutic monitoring and variability of atazanavir in HIV-infected patients, with and without HCV coinfection, receiving boosted or unboosted regimens.","BACKGROUND: Adequate plasma trough concentrations (Ctrough) of protease inhibitors are required to maintain antiviral activity throughout the dosing interval. Therapeutic drug monitoring is used in clinical practice to optimize dosage and avoid toxic or subtherapeutic drug exposure. The pharmacokinetic variability of Atazanavir (ATV) can be relatively large, as a result of several factors. One of the affecting factors may be hepatic impairment due to hepatitis C virus (HCV) coinfection. METHODS: We collected trough plasma samples from human immunodeficiency virus (HIV)-1-infected outpatients, with and without HCV coinfection and/or cirrhosis, receiving stable highly active antiretroviral therapy containing ATV. In the total population, we mainly compared the 2 regimens: 300ATV + 100RTV OD [ritonavir (RTV), once daily (OD)] versus 400ATV OD. We used a threshold value of 0.15 mug/mL, based on the proposed therapeutic range (0.15-0.85 mug/mL). Plasma concentrations of ATV were determined by a validated assay using high-performance liquid chromatography with ultraviolet detection. A total of 214 HIV-infected outpatients were included. For each regimen, we compared 3 groups of subjects: HIV+/HCV-, HIV+/HCV+, and HIV+/HCV+ with cirrhosis. RESULTS: In the whole study population, we observed a large variability and found suboptimal Ctrough levels (<0.15 mug/mL) in 23 subjects (2 belonging to the 300/100 OD group and 21 to the 400 OD group). For the standard dosage regimen of 300ATV + 100RTV OD, we did not find a statistical difference between HIV-infected patients without HCV coinfection versus HIV-infected patients with HCV coinfection: median 0.85 (interquartile range 0.53-1.34) and 0.95 (0.70-1.36) mug/mL, respectively. In HIV+/HCV+-infected patients with cirrhosis, we found a median Ctrough of 0.70 (0.43-1.0) mug/mL, with no statistical difference when compared with HIV+/HCV- infected patients. For the 400ATV OD (n=90) dosage regimen, the total median ATV Ctrough was 0.40 (0.23-1.0) mug/mL. In this group, we found a statistically significant difference between HIV+/HCV- and HIV+/HCV+-infected patients: median Ctrough was 0.23 (0.11-0.42) and 0.52 (0.20-1.0) mug/mL, respectively. In HIV+/HCV+ subjects with cirrhosis, the Ctrough median value was 0.42 (0.13-0.75) mug/mL, and there was a significant difference when compared with HIV patients without coinfection. CONCLUSIONS: Therapeutic drug monitoring of ATV in patients receiving unboosted regimen may be useful to identify those HIV-infected subjects, with or without HCV coinfection, who may benefit from adding low RTV doses, or the subset of patients in whom removal of RTV could be attempted without the risk of suboptimal plasma ATV exposure."
21555806,Serum Nevirapine and Efavirenz concentrations and effect of concomitant rifampicin in HIV infected children on antiretroviral therapy.,"OBJECTIVE: To determine factors affecting serum levels of Efavirenz and Nevirapine and analyze the effect of Rifampicin on Nevirapine drug levels. METHODS: A cross-sectional study was conducted on 30 HIV infected children on Antiretroviral therapy (ART) with Nevirapine or Efavirenz. Patients on simultaneous Rifampicin and Nevirapine were given higher doses of Nevirapine with regular monitoring of liver function tests. Trough levels (before morning dose of Nevirapine) and levels after 2 hours of administration of Nevirapine and levels of Efavirenz were assessed using HPLC and were checked to see if they fall within the therapeutic range. RESULTS: Thirty patients (14 males) were enrolled in the study with 20 on Nevirapine and 10 (33.3%) on Efavirenz. Seven (23.3%) patients were simultaneously taking rifampicin. The mean Nevirapine dose given to the patients was 350.9+-59.8 mg/m2/day (on simultaneous rifampicin) and 309.2+-54.6 mg/m2/day (not on concurrent rifampicin). Thirteen (81.3%) of the 16 patients with trough Nevirapine had values in the normal range, 1 (6.3%) had low Nevirapine trough levels and 2 (12.5%) had high Nevirapine trough levels. Of the post 2 hours Nevirapine levels, 1 (5%) had low levels and 3 (15%) had high Nevirapine blood levels. Factors like age (P=0.4, P=0.4087), nourishment (P=0.2679, P=0.4132), ART combination (P=0.4199, P=0.4132), form of the drug (tablet/syrup) (P=0.1964, P=0.4696) or if it was being given as single or in a fixed dose combination (P=0.4179, P=0.4696) and even concurrent rifampicin administration (P=0.284, P=0.472) did not significantly affect the trough and post 2 hours Nevirapine values, respectively. All the five patients being given concurrent rifampicin had normal trough and post 2 hours levels of Nevirapine. The Efavirenz drug levels were 1.9+-1.1 g/mL. Of the 10 patients on Efavirenz, 2 (20%) had high and 1 (10%) had low blood levels. CONCLUSION: Concurrent Rifampicin administration does not alter blood levels of Nevirapine; provided the dose of Nevirapine is increased by 20-30%. Formulation of drugs does not alter the blood levels provided drug administered is in the recommended dose."
21562058,Management of HIV-infected children in Africa: progress and challenges.,
21566505,The role of therapeutic drug monitoring in the management of patients with human immunodeficiency virus infection.,"Therapeutic drug monitoring (TDM) is a well-established method to optimize dosing regimens in individual patients for drugs that are characterized by a narrow therapeutic range and large interindividual pharmacokinetic variability. For some antiretroviral drugs, mainly nonnucleoside reverse transcriptase inhibitors and protease inhibitors, TDM has been proposed as a means to improve the response in human immunodeficiency virus-infected patients. In contrast, nucleoside reverse transcriptase inhibitors do not show a predictable plasma concentration-response (toxicity, efficacy) relationship, and intracellular analyses are expensive. Therefore, TDM is generally not recommended for this class of drugs. TDM has been successfully applied in the clinical practice for certain antiretroviral drugs, but there are ongoing research efforts on the use and refinement of TDM for human immunodeficiency virus treatment, and convincing data from randomized trials are still needed. The best pharmacokinetic measures of drug exposure such as trough and peak concentrations or concentration ratios have not been unambiguously established."
21649692,Population pharmacokinetics of atazanavir/ritonavir in HIV-1-infected children and adolescents.,"AIMS: To investigate atazanavir (ATV) population pharmacokinetics in children and adolescents, establish factors that influence ATV pharmacokinetics and investigate the ATV exposure after recommended doses. METHODS: Atazanavir concentrations were measured in 51 children/adolescents during a mean therapeutic monitoring follow up of 6.6 months. A total of 151 ATV plasma concentrations were obtained, and a population pharmacokinetic model was developed with NONMEM. Patients received ATV alone or boosted with ritonavir. RESULTS: Atazanavir pharmacokinetics was best described by a one-compartment model with first-order absorption and elimination. The effect of bodyweight was added on both apparent elimination clearance (CL/F) and volume of distribution using allometric scaling. Atazanavir CL/F was reduced by ritonavir by 45%. Tenofovir disoproxil fumarate (TDF) co-medication (300 mg) increased significantly by 25% the atazanavir/ritonavir (ATV/r) CL/F. Mean ATV/r CL/F values with or without TDF were 8.9 and 7.1 L h(-1) (70 kg)(-1), respectively. With the recommended 250/100 mg and 300/100 mg ATV/r doses, the exposure was higher than the mean adult steady-state exposure in the bodyweight range of 32-50 kg. CONCLUSIONS: To target the mean adult exposure, children should receive the following once-daily ATV/r dose: 200/100 mg from 25 to 39 kg, 250/100 mg from 39 to 50 kg and 300/100 mg above 50 kg. When 300 mg TDF is co-administered, children should receive (ATV/r) at 250/100 mg between 35 and 39 kg, then 300/100 mg over 39 kg."
21671545,Common adverse effects of antiretroviral therapy for HIV disease.,"Family physicians are treating patients infected with human immunodeficiency virus in their practices more often. Long-term complications of this disease are multifactorial and can be related to the virus itself or to adverse effects of antiretroviral therapy. Each drug class has side effects: nucleoside/nucleotide reverse transcriptase inhibitors are associated with lactic acidosis, lipodystrophy, and hyperlipidemia; non-nucleoside reverse transcriptase inhibitors are associated with neuropsychiatric symptoms, rash, liver toxicity, and lipid abnormalities; and protease inhibitors are associated with gastrointestinal intolerance and glucose and lipid abnormalities. The entry inhibitor maraviroc and the integrase inhibitor raltegravir have been approved for treatment-naive and treatment-experienced patients. Maraviroc is associated with bronchitis, nasopharyngitis, and esophageal candidiasis. Adverse effects of raltegravir are comparable to those experienced with placebo, with the exception of increased risk of myopathy and rhabdomyolysis. Information about drug interactions for both of these medications is limited. Non-nucleoside reverse transcriptase inhibitors and protease inhibitors are primarily metabolized through the cytochrome P450 system, and as a result have numerous drug-drug interactions. Monitoring for adverse effects of antiretroviral therapy includes a complete blood count and comprehensive metabolic profile every three to six months. A lipid profile and urinalysis for proteinuria should be per- formed annually. Dual energy x-ray absorptiometry should be considered in patients older than 50 years. Long-term morbidity related to antiretroviral therapy includes liver, renal, glucose, and lipid abnormalities, and cardiovascular and bone disease. With some exceptions for lipid management, these morbidities can be managed as in the general population."
21671546,Common side effects of HIV medicines.,
21671885,"Evaluation of saliva as an alternative matrix for monitoring plasma Zidovudine, Lamivudine and nevirapine concentrations in Rwanda.","Saliva may provide interesting advantages as matrix for compliance measurements, pharmacokinetic studies and therapeutic drug monitoring in resource limited countries. We investigated the feasibility of using saliva for compliance monitoring of zidovudine (ZDV), lamivudine (3TC) and nevirapine (NVP) in 29 HIV-1 infected patients from Rwanda. ZDV, 3TC and NVP drug levels were quantified by an LC/MS-MS method in plasma and stimulated saliva samples and compared using Bland-Altman analysis. Seven patients demonstrated undetectable saliva ZDV levels while five out of these seven also showed no 3TC salivary concentrations. For the other samples, we observed a good agreement between salivary and plasma concentrations of each antiretroviral drug. A significant relation between the difference in saliva and plasma ZDV concentrations and the average ZDV concentration in the two matrices was deduced as follow: y = -380.15 + 1.79 x. The log saliva and plasma concentration difference of both 3TC and NVP was consistent across the range of average log concentration. Overall, we showed large agreement limits suggesting a wide inter patient variability that may result to non-reliable plasma level predictions from saliva drug measurements. Therefore, our results indicate that saliva may serve as a valuable tool only for NVP compliance testing because of its high salivary concentration."
21712217,Within-patient atazanavir trough concentration monitoring in HIV-1-infected patients.,"OBJECTIVE: Protease inhibitors (PIs) exhibit considerable interpatient pharmacokinetic variability in plasma trough concentrations. Therapeutic drug monitoring (TDM) is occasionally used to guide chronic dosing to achieve target trough concentrations, but its clinical success assumes minimal intrasubject variability. Therefore, our primary objective was to evaluate intrapatient variability in atazanavir (ATV) plasma trough concentrations in HIV-1-infected patients. DESIGN/METHODS: In a single-site, prospective, cohort study, patients on atazanavir with or without ritonavir (ATV/r or ATV) for 2 clinic visits were enrolled. Adherence and time since last dose (TSLD) were verified at each visit. ATV was assayed with high-performance liquid chromatography. Intra- and interpatient variation was evaluated using the median intraindividual percentage coefficient of variation (ICV). RESULTS: The mean 24-hour ATV trough concentrations for the first and second visit for the ATV/r group (n = 10) was 598 (CV 84%) and 525 ng/mL (CV 66%), respectively (P = .511), and 300 (CV 81%) and 434 ng/mL (CV 106%) for the ATV group (n = 4), respectively (P = .369). Median ICV was 43.1% for all patients (range: 0.6%-107.6%), 38.1% (0.6%-107.6%) for the ATV/r group, and 33.1% (2.3%-87.6%) for the ATV group. CONCLUSIONS: Potential intrapatient variability in ATV troughs suggests that repeated measurements may be required to ensure that target values are maintained."
21712240,Comment on: The DART Trial: 'The Doctor's Dilemma' revisited.,
21729954,"Comparison of the Abbott m2000 HIV-1 Real-Time and Roche AMPLICOR Monitor v1.5 HIV-1 assays on plasma specimens from Rakai, Uganda.","The need for viral load (VL) monitoring of HIV patients receiving antiretroviral therapy (ART) in resource-limited settings (RLS) has become apparent with studies showing the limitations of immunological monitoring. We compared the Abbott m2000 Real-Time (Abbott) HIV-1 assay with the Roche AMPLICOR Monitor v1.5 (Roche) HIV-1 assay over a range of VL concentrations. Three hundred and eleven plasma samples were tested, including 164 samples from patients on ART >= six months and 147 from ART-naive patients. The Roche assay detected >=400 copies/mL in 158 (50.8%) samples. Of these, Abbott produced 145 (91.8%) detectable results >=400 copies/mL; 13 (8.2%) samples produced discrepant results. Concordance between the assays for detecting HIV-1 RNA >=400 copies/mL was 95.8% (298/311). The sensitivity, specificity, positive predictive value and negative predictive value of Abbott to detect HIV-1 RNA >=400 copies/mL were 91.8%, 100%, 100% and 92.2%, respectively. For the 151 samples with HIV-1 RNA >=400 copies/mL for both assays, a good linear correlation was found (r = 0.81, P < 0.0001; mean difference, 0.05). The limits of agreement were -0.97 and 1.07 log(10) copies/mL (mean +- 2 SD). The Abbott assay performed well in our setting, offering an alternative methodology for HIV-1 VL for laboratories with realtime polymerase chain reaction (PCR) capacity."
21735508,"Pharmacovigilance for antiretroviral drugs in Africa: lessons from a study in Abidjan, Cote d'Ivoire.","BACKGROUND: Although antiretroviral treatment (ART)-related adverse drug reactions (ADR) are documented in industrialised countries, there is no pre-existing surveillance system dedicated to ADR monitoring in most African countries. We assessed knowledge towards pharmacovigilance among ART prescribers and available capacity of HIV clinics to conduct ADR monitoring in Abidjan, Cote d'Ivoire. METHODS: A questionnaire was administered to ART prescribers to assess their knowledge towards the occurrence of ADRs. A retrospective ADR survey was also conducted based on a data query of treatment modification/interruptions in three HIV clinics. Clinical monitors went back to medical charts to review and validate the reasons of the treatment modification/interruptions. RESULTS: Of the 81 ART prescribers interviewed, 25 (31%) declared not grading ADRs and 12 (14.8%) declared notifying ADRs to the national regulatory authorities. Among 5252 adult ART-treated patients who attended the participating clinics in 2008, 599 treatment modifications were identified. Reasons for treatment modification/interruptions identified in the electronic database were documented in the medical charts in 554 cases (92.5%), ADR accounting for 273 cases (45.5%). Toxicity related to ART was graded in only 58 cases (21%) in the medical charts. DISCUSSION: This study describes challenges limiting the implementation of reliable pharmacovigilance activities in HIV clinics in Cote d'Ivoire. The lack of knowledge of ART prescribers concerning ADR grading does not support the spontaneous reporting of ADRs. Using treatment modification/interruptions for ADR monitoring appears feasible, but improvements are needed to respond to key questions related to drug toxicities in the context of ART scale-up in Africa."
21801434,Alternative antiretroviral monitoring strategies for HIV-infected patients in east Africa: opportunities to save more lives?,"BACKGROUND: Updated World Health Organization guidelines have amplified debate about how resource constraints should impact monitoring strategies for HIV-infected persons on combination antiretroviral therapy (cART). We estimated the incremental benefit and cost effectiveness of alternative monitoring strategies for east Africans with known HIV infection. METHODS: Using a validated HIV computer simulation based on resource-limited data (USAID and AMPATH) and circumstances (east Africa), we compared alternative monitoring strategies for HIV-infected persons newly started on cART. We evaluated clinical, immunologic and virologic monitoring strategies, including combinations and conditional logic (e.g., only perform virologic testing if immunologic testing is positive). We calculated incremental cost-effectiveness ratios (ICER) in units of cost per quality-adjusted life year (QALY), using a societal perspective and a lifetime horizon. Costs were measured in 2008 US dollars, and costs and benefits were discounted at 3%. We compared the ICER of monitoring strategies with those of other resource-constrained decisions, in particular earlier cART initiation (at CD4 counts of 350 cells/mm3 rather than 200 cells/mm3). RESULTS: Monitoring strategies employing routine CD4 testing without virologic testing never maximized health benefits, regardless of budget or societal willingness to pay for additional health benefits. Monitoring strategies employing virologic testing conditional upon particular CD4 results delivered the most benefit at willingness-to-pay levels similar to the cost of earlier cART initiation (approximately $2600/QALY). Monitoring strategies employing routine virologic testing alone only maximized health benefits at willingness-to-pay levels (> $4400/QALY) that greatly exceeded the ICER of earlier cART initiation. CONCLUSIONS: CD4 testing alone never maximized health benefits regardless of resource limitations. Programmes routinely performing virologic testing but deferring cART initiation may increase health benefits by reallocating monitoring resources towards earlier cART initiation."
21809598,"[Infections with human immunodeficiency viruses. Part II: Antiretroviral drugs, therapeutic options, and diagnostics].","Infections with the human immunodeficiency virus 1 (HIV- 1) lead to the acquired immunodeficiency syndrome (AIDS), resulting in the establishment of a wide range of severe opportunistic infections. Since the introduction of the highly active antiretroviral therapy (HAART) into the treatment of HIV infections, in many cases a delayed appearance of AIDS-defining diseases is achievable. Life expectancy of antiretrovirally treated HIV-infected people applying HAART could be considerably extended and now resembles that of several other chronic diseases. For the initial treatment of HIV-1 infection, an adjunction with three antiretroviral agents is generally used. In most cases, the application of two nucleoside or nucleotide reverse transcriptase inhibitors (NRTI) together with a non-nucleoside reverse transcriptase inhibitor (NNRTI), a protease inhibitor (PI) or an integrase inhibitor (II) is recommended. Before and during antiretroviral treatment, antiretroviral drug resistances, individual tolerance profiles and the needs of the individual patient, as well as several interactions with other drugs have to be considered. Diagnostics of HIV infection is based upon the proof of specific antibodies."
